Name,Spec
일화 초정탄산수 플레인 350ml (캔),"탄산음료/탄산수/포장형태: 캔/박스/원재료: 정제수, 탄산가스"
쿠팡 탐사 그린애플 스파클링 350ml,탄산수/탄산수/포장형태: 페트
웅진 빅토리아 탄산수 탄산음료 500ml 40펫 8종 중 택2,탄산수
해태제과 갈아만든 배 사이다 355ml,탄산수/포장형태: 캔/355ml
웅진식품 빅토리아 파인애플 500ml,탄산음료/탄산수/박스
이마트 노브랜드 스파클링 오렌지망고 1L,탄산수/탄산수/포장형태: 페트
에이치케이이노엔 헛개컨디션 100mL 10병,탄산수
웅진 빅토리아 탄산수 플레인 350ml,탄산수/포장형태: 캔/350ml
웅진식품 빅토리아 청포도 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 청포도향"
일화 초정탄산 복숭아 350ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 이산화탄소, 합성향료, 천연향료"
웅진식품 빅토리아 레몬 350ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스, 천연레몬향"
일화 초정탄산 유자 355ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 이산화탄소, 천연향료"
웅진 빅토리아 베리베리 500ml,탄산수/포장형태: 페트/500ml
웅진식품 빅토리아 플레인 350ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스"
롯데칠성음료 라임 355ml,탄산수/포장형태: 캔/355ml
웅진 빅토리아 복숭아향 500ml,탄산수/포장형태: 페트/500ml
스파클 스파클링 워터 350ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 레몬농축액"
웅진식품 빅토리아 라임 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연라임향, 천연레몬향"
웅진식품 빅토리아 복숭아향 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 복숭아향"
샤로티 레몬 앤 라임 250ml,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
일화 초정탄산수 플레인 350ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스"
롯데칠성음료 트레비 라임+자몽+레몬 300ml,탄산음료/탄산수/포장형태: 페트
롯데칠성음료 트레비 자몽 300ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연자몽향"
동원F&B 미네마인 스파클링 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스"
WANGNOI BEVERAGE 싱하 소다워터 325ml,"탄산음료/탄산수/포장형태: 병/박스/원재료: 정제수, 탄산가스"
일화 초정탄산수 플레인 190ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스"
일화 초정탄산수 플레인 250ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스"
웅진식품 빅토리아 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스"
일화 초정탄산수 라임 350ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연라임향"
롯데칠성음료 트레비 플레인 190ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스"
웅진식품 빅토리아 자몽 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스, 천연자몽향"
산베네데토 산베네디토 탄산수 500ml (병),"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
COSMOS BREWERY 창 소다워터 325ml,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
롯데칠성음료 트레비 라임 300ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스, 천연라임향"
롯데칠성음료 자몽 500ml,탄산수/포장형태: 페트/500ml
롯데칠성음료 트레비 자몽 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연자몽향"
산베네데토 산베네디토 탄산수 250ml,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
일화 초정탄산수 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스, 천연레몬향"
라우레타나 VAP 탄산수 500ml,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
코카콜라음료 씨그램 라임 350ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스, 천연라임향"
코카콜라음료 씨그램 플레인 350ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스"
코카콜라음료 씨그램 레몬 350ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스, 천연레몬향"
웅진식품 빅토리아 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연레몬향"
코카콜라 씨그램 플레인 350ml,"탄산수/포장형태: 페트/
[영양정보]"
롯데칠성음료 플레인 500ml,"탄산수/탄산수/포장형태: 페트/
[영양정보]"
롯데칠성음료 라임 500ml,탄산수/포장형태: 페트/500ml
롯데칠성음료 레몬 500ml,"탄산수/탄산수/포장형태: 페트/
[영양정보]"
네슬레워터스 페리에 라임 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 레몬향, 라임향"
롯데칠성음료 트레비 라임 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연라임향"
롯데칠성음료 트레비 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스, 천연레몬향"
롯데칠성음료 트레비 레몬 355ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 탄산가스, 천연레몬향"
네슬레워터스 페리에 플레인 330ml,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
산펠레그리노 탄산수 1L,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스"
롯데칠성음료 트레비 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스"
롯데칠성음료 트레비 라임 355ml,"탄산음료/탄산수/포장형태: 캔/박스/원재료: 정제수, 탄산가스, 천연라임향"
일화 초정탄산수 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 탄산가스"
네슬레워터스 페리에 라임 330ml,"탄산음료/탄산수/포장형태: 병/원재료: 정제수, 탄산가스, 천연라임향, 천연오렌지향"
일화 초정탄산수 1.5L,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스"
