Name,Spec
아모레퍼시픽 오설록 시그니처 비스킷 10개입 100g,"비스킷,크래커/사무실간식(소포장)/
[영양정보] 1회 제공량 100g당 열량: 535kcal/나트륨 : 140mg/탄수화물: 48g/당류: 34g/지방: 34g/트랜스지방: 0g/포화지방: 19g/콜레스테롤: 15mg/단백질 : 9g"
아미고 나쵸 치즈콤보 6개입 600g,"나초/사무실간식(소포장)/
[영양정보] 1회 제공량 60g당 열량: 269kcal/나트륨 : 118mg/탄수화물: 43g/당류: 2g/지방: 11g/트랜스지방: 0g/포화지방: 2g/콜레스테롤: mg/단백질 : 4g"
아이푸드 서주 허쉬 초코 와플 8개입 146g,"비스킷,크래커/사무실간식(소포장)/1회 제공량 146g당 열량: 705kcal/나트륨: 330mg/탄수화물: 101g/당류: 50g/지방: 29g/트랜스지방: 0g/포화지방: 8g/콜레스테롤: 35mg/단백질: 11g"
어거스트스톡 웨더스 오리지널 크리미필링 1kg,사탕/사무실간식(소포장)
어거스트스톡 웨더스 오리지널 크림 캔디 1kg,사탕/사무실간식(소포장)
엉클팝 길쭉이 보리과자 32개입 400g,"스낵/사무실간식(소포장)/
[영양정보] 표시기준량 100g당 열량: 486kcal"
엉클팝 동글이 보리과자 24개입 400g,"스낵/사무실간식(소포장)/
[영양정보] 표시기준량 100g당 열량: 486kcal"
에쓰푸드 존쿡델리미트 페퍼로니스낵 50g,소시지(간식용)/사무실간식(소포장)
오뚜기 미니뿌셔 바베큐맛 55g 5개입,스낵/사무실간식(소포장)
오뚜기 미니뿌셔 불고기맛 55g 5개입,스낵/사무실간식(소포장)
오리온 고래송이 미니 20개입 560g,과자세트/사무실간식(소포장)/구성: 고래밥 20g x 10개+초코송이 36g x 10개
오리온 고소미 12개입 216g,"비스킷,크래커/사무실간식(소포장)"
오리온 닥터유 다이제 12개입 468g,"비스킷,크래커/사무실간식(소포장)"
오리온 닥터유 다이제 9개입 351g,"비스킷,크래커/사무실간식(소포장)"
오리온 닥터유 다이제 미니 8개입 80g,"비스킷,크래커/사무실간식(소포장)"
오리온 닥터유 다이제 미니 초코맛 6개입 240g,"비스킷,크래커/사무실간식(소포장)/
[영양정보] 표시기준량 40g당 열량: 197kcal"
오리온 닥터유 다이제 씬 3개입 84g,"비스킷,크래커/사무실간식(소포장)"
오리온 닥터유 다이제 씬 9개입 252g,"비스킷,크래커/사무실간식(소포장)"
오리온 닥터유 다이제 초코 6개입 312g,"비스킷,크래커/사무실간식(소포장)"
오리온 닥터유 다이제 초코 8개입 416g,"비스킷,크래커/사무실간식(소포장)"
오리온 마리 비스킷 12개입 222g,"비스킷,크래커/사무실간식(소포장)"
오리온 마켓오 다쿠아즈 8개입 176g,"샌드/사무실간식(소포장)/
[영양정보] 1회 제공량 22g당 열량: 95kcal/탄수화물: 2g/당류: 11g/단백질: 2g/지방: 4.3g/포화지방: 1.3g/트랜스지방: 0g/콜레스테롤: 0.5mg/나트륨: 40mg"
오리온 미쯔 블랙 2개입 84g,"스낵/사무실간식(소포장)/
[영양정보] 1회 제공량 42g당 열량: 208kcal/탄수화물: 31g/당류: 14g/단백질: 3g/지방: 8g/포화지방: 4g/트랜스지방: 0/콜레스테롤: 0mg/나트륨: 120mg"
오리온 비쵸비 5개입 125g,샌드/사무실간식(소포장)
오리온 예감 볶은양파맛 12개입 204g,"감자칩/사무실간식(소포장)/
[영양정보] 1회 제공량 17g당 열량: 87kcal/나트륨: 100mg/탄수화물: 11g/당류: 2g/지방: 4.3g/트랜스지방: 0.1g/포화지방: 1.9g/콜레스테롤: 0mg/단백질: 1g"
오리온 예감 볶은양파맛 2개입 64g,"감자칩/사무실간식(소포장)/
[영양정보] 1회 제공량 32g당 열량: 160kcal/나트륨: 190mg/탄수화물: 20g/당류: 3g/지방: 8g/트랜스지방: 0g/포화지방: 3.5g/콜레스테롤: 0mg/단백질: 2g"
오리온 예감 오리지널 2개입 64g,감자칩/사무실간식(소포장)
오리온 예감 오리지널맛 12개입 192g,"감자칩/사무실간식(소포장)/
[영양정보] 1회 제공량 16g당 열량: 76kcal/나트륨: 100mg/탄수화물: 10g/당류: 2g/지방: 4g/트랜스지방: 0.1g/포화지방: 2g/콜레스테롤: 0mg/단백질: 1g"
